iter	Passed	Remaining
596	167612	113145
597	167832	112823
598	168095	112531
599	168366	112244
600	168665	111975
601	168944	111693
602	169230	111417
603	169516	111140
604	169751	110829
605	169996	110525
606	170290	110253
607	170511	109934
608	170787	109651
609	171036	109351
610	171313	109068
611	171588	108784
612	171908	108529
613	172164	108233
614	172472	107970
615	172717	107668
616	172997	107387
617	173285	107111
618	173529	106808
619	173786	106514
620	174016	106203
621	174266	105904
622	174558	105631
623	174839	105352
624	175084	105050
625	175369	104773
626	175621	104476
627	175834	104157
628	176099	103867
629	176349	103570
630	176658	103307
631	176980	103052
632	177238	102758
633	177481	102457
634	177742	102166
635	177982	101863
636	178228	101564
637	178433	101242
638	178693	100951
639	178965	100668
640	179276	100406
641	179563	100130
642	179889	99876
643	180187	99606
644	180417	99299
645	180686	99014
646	180960	98730
647	181227	98444
648	181535	98180
649	181829	97908
650	182110	97629
651	182389	97348
652	182716	97094
653	183015	96824
654	183297	96546
655	183582	96268
656	183804	95958
657	184103	95688
658	184306	95369
659	184614	95104
660	184946	94851
661	185185	94550
662	185529	94304
663	185819	94029
664	186054	93726
665	186345	93452
666	186614	93167
667	186852	92866
668	187169	92605
669	187421	92311
670	187679	92021
671	187893	91709
672	188165	91426
673	188414	91132
674	188674	90843
675	188878	90527
676	189111	90225
677	189455	89977
678	189827	89741
679	190221	89515
680	190569	89268
681	190898	89011
682	191259	88768
683	191540	88489
684	191851	88223
685	192094	87926
686	192392	87654
687	192588	87336
688	192880	87062
689	193213	86805
690	193492	86525
691	193738	86230
692	194008	85945
693	194257	85652
694	194561	85383
695	194816	85092
696	195082	84806
697	195366	84528
698	195590	84224
699	195848	83935
700	196131	83656
701	196411	83377
702	196648	83079
703	196893	82784
704	197112	82479
705	197397	82202
706	197651	81911
707	197927	81630
708	198207	81351
709	198483	81070
710	198818	80813
711	199134	80548
712	199419	80271
713	199690	79988
714	199963	79705
715	200247	79427
716	200479	79129
717	200743	78843
718	201031	78567
719	201277	78274
720	201554	77993
721	201779	77693
722	202030	77402
723	202276	77110
724	202522	76818
725	202758	76523
726	202981	76222
727	203198	75920
728	203474	75640
729	203774	75368
730	204002	75070
731	204276	74789
732	204581	74520
733	204853	74238
734	205155	73967
735	205421	73683
736	205686	73399
737	205938	73110
738	206165	72813
739	206449	72536
740	206701	72248
741	206964	71963
742	207213	71674
743	207423	71371
744	207628	71067
745	207913	70791
746	208228	70524
747	208524	70251
748	208801	69972
749	209081	69693
750	209314	69399
751	209595	69121
752	209917	68857
753	210227	68588
754	210495	68306
755	210752	68020
756	211005	67733
757	211252	67444
758	211512	67160
759	211789	66880
760	212083	66607
761	212335	66320
762	212621	66043
763	212884	65760
764	213123	65469
765	213430	65199
766	213711	64921
767	213961	64634
768	214193	64341
769	214447	64055
770	214738	63780
771	215003	63498
772	215249	63210
773	215493	62921
774	215700	62622
775	215977	62343
776	216200	62049
777	216461	61766
778	216695	61475
779	216943	61189
780	217173	60897
781	217454	60620
782	217730	60341
783	218014	60065
784	218272	59781
785	218526	59497
786	218768	59209
787	218999	58918
788	219292	58644
789	219574	58367
790	219845	58088
791	220121	57809
792	220365	57522
793	220586	57230
794	220837	56945
795	221092	56661
796	221362	56382
797	221634	56102
798	221901	55822
799	222166	55541
800	222451	55265
801	222737	54990
802	223011	54711
803	223239	54421
804	223454	54128
805	223728	53850
806	223989	53568
807	224229	53282
808	224518	53007
809	224782	52726
810	225011	52438
811	225295	52162
812	225558	51881
813	225867	51610
814	226137	51331
815	226381	51046
816	226616	50759
817	226829	50468
818	227112	50192
819	227346	49905
820	227678	49640
821	227898	49350
822	228159	49069
823	228419	48788
824	228643	48500
825	228853	48208
826	229128	47931
827	229488	47671
828	229797	47400
829	230077	47124
830	230418	46860
831	230740	46591
832	231037	46318
833	231295	46037
834	231500	45745
835	231734	45459
836	231992	45178
837	232260	44899
838	232570	44629
839	232852	44352
840	233109	44071
841	233440	43804
842	233711	43526
843	233964	43244
844	234248	42968
845	234526	42691
846	234768	42407
847	235022	42126
848	235300	41849
849	235548	41567
850	235797	41285
851	236093	41011
852	236372	40734
853	236651	40457
854	236863	40169
855	237094	39884
856	237367	39607
857	237647	39330
858	237895	39049
859	238114	38762
860	238357	38480
861	238653	38206
862	238992	37939
863	239255	37660
864	239546	37385
865	239865	37115
866	240158	36840
867	240426	36562
868	240725	36288
869	241019	36014
870	241335	35743
871	241575	35460
872	241824	35179
873	242086	34900
874	242292	34613
875	242527	34330
876	242871	34062
877	243106	33780
878	243346	33498
879	243624	33221
880	243926	32948
881	244195	32670
882	244470	32393
883	244679	32107
884	244970	31832
885	245263	31557
886	245503	31276
887	245728	30992
888	246007	30716
889	246270	30437
890	246511	30156
891	246742	29874
892	246937	29588
893	247214	29311
894	247574	29045
895	247843	28767
896	248156	28495
897	248409	28215
898	248627	27932
899	248879	27653
900	249166	27377
901	249411	27097
902	249632	26815
903	249906	26538
904	250173	26261
905	250415	25981
906	250679	25703
907	250896	25421
908	251176	25145
909	251453	24868
910	251736	24593
911	251992	24315
912	252249	24036
913	252497	23757
914	252748	23479
915	252984	23199
916	253257	22922
917	253551	22648
918	253782	22368
919	254035	22090
920	254284	21811
921	254537	21533
922	254838	21259
923	255094	20981
924	255369	20705
925	255624	20427
926	255928	20154
927	256216	19878
928	256526	19605
929	256766	19326
930	257019	19048
931	257282	18771
932	257559	18495
933	257805	18217
934	258056	17939
935	258333	17663
936	258557	17384
937	258814	17107
938	259094	16831
939	259401	16557
940	259655	16280
941	259916	16003
942	260143	15724
943	260342	15444
944	260621	15168
945	260994	14898
946	261234	14620
947	261475	14342
948	261772	14067
949	262046	13791
950	262276	13513
951	262503	13235
952	262754	12958
953	262983	12680
954	263240	12404
955	263454	12125
956	263777	11852
957	263983	11573
958	264276	11298
959	264545	11022
960	264833	10747
961	265161	10474
962	265468	10199
963	265787	9925
964	266047	9649
965	266302	9372
966	266537	9095
967	266865	8821
968	267147	8546
969	267444	8271
970	267706	7995
971	267952	7718
972	268249	7443
973	268506	7167
974	268806	6892
975	269085	6616
976	269320	6340
977	269599	6064
978	269875	5788
979	270088	5512
980	270334	5235
981	270576	4959
982	270845	4684
983	271063	4407
984	271302	4131
985	271569	3855
986	271825	3580
987	272089	3304
988	272337	3029
989	272555	2753
990	272755	2477
991	273019	2201
992	273344	1926
993	273648	1651
994	273909	1376
995	274187	1101
996	274454	825
997	274713	550
998	274960	275
999	275282	0
