iter	MultiClass
277	0.2187676247
278	0.2183224123
279	0.2177399028
280	0.2172235531
281	0.2165911442
282	0.2161511305
283	0.215140447
284	0.2145247018
285	0.2138184979
286	0.2132317987
287	0.2125365726
288	0.2119526491
289	0.2112908906
290	0.2106395922
291	0.2098259338
292	0.2093346212
293	0.2090658906
294	0.208519081
295	0.2081165431
296	0.207332218
297	0.2069940021
298	0.2064457018
299	0.2061108521
300	0.2055709781
301	0.20507327
302	0.2047099452
303	0.2041007926
304	0.203648223
305	0.2030962007
306	0.2025841436
307	0.2021219166
308	0.2016168756
309	0.2010596016
310	0.2007279378
311	0.2001691927
312	0.1997858023
313	0.1993222246
314	0.1984820668
315	0.1978841257
316	0.1973564632
317	0.1967706579
318	0.196305521
319	0.1958542581
320	0.1954870303
321	0.1948290836
322	0.1943943643
323	0.1938032175
324	0.1932291986
325	0.1927096848
326	0.1922314662
327	0.1917278505
328	0.1913165259
329	0.1906894625
330	0.1901172695
331	0.1896192156
332	0.1890802994
333	0.1887785805
334	0.1884821938
335	0.1879969281
336	0.1874286155
337	0.1870450586
338	0.1866841775
339	0.1863665629
340	0.1857954853
341	0.1854639657
342	0.1850753356
343	0.1846143436
344	0.1841577427
345	0.1835291424
346	0.1831323029
347	0.182711634
348	0.1823259134
349	0.1818962399
350	0.1814859389
351	0.1810458665
352	0.1805416024
353	0.1800201674
354	0.1795791127
355	0.179298187
356	0.1787868715
357	0.1782949986
358	0.1779273462
359	0.1776523145
360	0.1773053914
361	0.1769829618
362	0.1764953366
363	0.1761255313
364	0.1757412403
365	0.1753773219
366	0.1748838039
367	0.1743099443
368	0.1737873127
369	0.1733132317
370	0.1730291433
371	0.1725288105
372	0.1721586677
373	0.1715482901
374	0.1711710472
375	0.1707555408
376	0.1703624508
377	0.1699249974
378	0.1696193241
379	0.1692014315
380	0.168961631
381	0.1685055714
382	0.1681338849
383	0.167669475
384	0.1672273533
385	0.1668334138
386	0.1663567187
387	0.1659275755
388	0.1655203807
389	0.1651871117
390	0.1648884912
391	0.1644069972
392	0.1641259894
393	0.1636397505
394	0.1633105826
395	0.1629544558
396	0.1626484102
397	0.1623049281
398	0.162013644
399	0.1616191837
400	0.1612374174
401	0.1608337403
402	0.160556243
403	0.1601660553
404	0.1598493107
405	0.1595872694
406	0.1591647344
407	0.1588651831
408	0.1584711513
409	0.1580460429
410	0.1576675668
411	0.1573321116
412	0.1569265266
413	0.1564996146
414	0.1560001246
415	0.1556794892
416	0.1553732004
417	0.1549431249
418	0.1546134188
419	0.1543940117
420	0.1539864239
421	0.1537530724
422	0.1534270825
423	0.1530239899
424	0.1527299176
425	0.1523855529
426	0.1521882853
427	0.1518809891
428	0.1515505561
429	0.1512011294
430	0.1508793207
431	0.1505269841
432	0.1502184299
433	0.1498098437
434	0.1494834548
435	0.1491226044
436	0.1488314384
437	0.1485757853
438	0.1482425434
439	0.147983001
440	0.1477740781
441	0.1474304039
442	0.1471684222
443	0.146816032
444	0.1466163109
445	0.1463390989
446	0.1459646122
447	0.1455942188
448	0.145368543
449	0.1451791009
450	0.1448669222
451	0.1446326679
452	0.14435479
453	0.1441031904
454	0.1438389285
455	0.1435459445
456	0.1434019368
457	0.1431651542
458	0.1428540525
459	0.1426565439
460	0.1424383045
461	0.1422198626
462	0.1420389213
463	0.1417363855
464	0.1415062954
465	0.1412858099
466	0.1410066643
467	0.1407578409
468	0.1404563594
469	0.1401924724
470	0.1399325131
471	0.1396202396
472	0.1393335549
473	0.1390329294
474	0.1387109718
475	0.1384394808
476	0.1382455168
477	0.1380250532
478	0.1377680178
479	0.137605057
480	0.137375498
481	0.13720625
482	0.1370083082
483	0.1367595904
484	0.1365094234
485	0.136325116
486	0.1360442305
487	0.1358286185
488	0.1354339072
489	0.1351038691
490	0.134912984
491	0.1347086185
492	0.1344515506
493	0.1342664268
494	0.1339867819
495	0.1336648318
496	0.1335093482
497	0.1332865999
498	0.133057033
499	0.1327555233
500	0.1325256443
501	0.1322808063
502	0.1319230938
503	0.1316954058
504	0.1314334282
505	0.1312126246
506	0.1309821359
507	0.130720461
508	0.130560167
509	0.1304471654
510	0.1301957659
511	0.1299632412
512	0.1298008518
513	0.1296271381
514	0.1293878838
515	0.1291860005
516	0.1290230393
517	0.1288043768
518	0.128546345
519	0.1282182529
520	0.1280345172
521	0.1278493736
522	0.1276734914
523	0.1274448402
524	0.1272601194
525	0.1270350146
526	0.1267880567
527	0.1264164025
528	0.126272605
529	0.126107171
530	0.1259585075
531	0.1257426224
532	0.1254690992
533	0.1253527117
534	0.1251202103
535	0.1248852433
536	0.1246830841
537	0.1244249029
538	0.1242137598
539	0.1240697961
540	0.1238845643
541	0.123590144
542	0.1232750768
543	0.1230239333
544	0.1228142547
545	0.1225927524
546	0.1224222468
547	0.122269586
548	0.1221001894
549	0.121904034
550	0.1217142654
551	0.1215168277
552	0.1213292162
553	0.1211129636
554	0.1210019127
555	0.1208008589
556	0.1205819913
557	0.1203626419
558	0.1201710741
559	0.1200006955
560	0.1197703264
561	0.1196696569
562	0.1194565463
563	0.1193086661
564	0.1190850159
565	0.1188783083
566	0.1187071322
567	0.1185526164
568	0.1183426063
569	0.1180927583
570	0.1179222941
571	0.1177071342
572	0.1175218029
573	0.1173538074
574	0.1170859163
575	0.1168775157
576	0.1166792462
577	0.1164399542
578	0.1162238882
579	0.1161085598
580	0.1159189187
581	0.1156542774
582	0.1154382702
583	0.1152180629
584	0.1150218131
585	0.1148089778
586	0.1146033489
587	0.1144377859
588	0.1143025121
589	0.1141274879
590	0.1139853836
591	0.1137721533
592	0.1135509945
593	0.1133515174
594	0.113171117
595	0.1129412785
596	0.1127688869
597	0.1126140139
598	0.1123958371
599	0.1122306286
600	0.1120482145
601	0.1118006544
602	0.1116204404
603	0.1114076389
604	0.1112800193
605	0.1111296999
606	0.11087288
607	0.1107338787
608	0.1105386117
609	0.1103735096
610	0.1101983039
611	0.1099504823
612	0.1096885576
613	0.1094699283
614	0.1093275801
615	0.1091035667
616	0.1088981691
617	0.1087570482
618	0.1086415461
619	0.1084651025
620	0.1082963931
621	0.1081402412
622	0.1079874559
623	0.1078205812
624	0.1076660209
625	0.1075100374
626	0.1073041807
627	0.1071083458
628	0.106944764
629	0.1068036141
630	0.1066059519
631	0.1064406911
632	0.1062208049
633	0.1060653125
634	0.1058937782
635	0.1057904548
636	0.1056556168
637	0.1055806237
638	0.1054240306
639	0.1052321364
640	0.105101702
641	0.1050004684
642	0.1048192557
643	0.1046863075
644	0.1045030695
645	0.1043054431
646	0.1041536056
647	0.1040000679
648	0.1038799152
649	0.1037001045
650	0.1035067902
651	0.1033695059
652	0.1032176293
653	0.1029633057
654	0.1028187932
655	0.1026267422
656	0.1025002301
657	0.1023639029
658	0.1021941449
659	0.1020358887
660	0.1018468602
661	0.1016921819
662	0.1015461641
663	0.1013052849
664	0.101125285
665	0.1009258039
666	0.1007607762
667	0.1005685106
668	0.1003884818
669	0.1001683407
670	0.1000906714
671	0.09993764817
672	0.09975082551
673	0.09955395573
674	0.09946874245
675	0.09930640919
676	0.09914117482
677	0.09897283862
678	0.09883051372
679	0.09866183212
680	0.09850519132
681	0.09831184248
682	0.09815690405
683	0.09800976913
684	0.09785373481
685	0.09760189178
686	0.0974367857
687	0.09729072797
688	0.09718174628
689	0.09705523995
690	0.09694022849
691	0.09672468293
692	0.09651086705
693	0.0963770548
694	0.09620812004
695	0.09613316102
696	0.09594832146
697	0.09581842349
698	0.09569893109
699	0.0955533785
700	0.095481896
701	0.09539125379
702	0.09526278273
703	0.0950963539
704	0.09498962317
705	0.09487265012
706	0.09470562999
707	0.09458554964
708	0.0944797368
709	0.09435555347
710	0.09417799836
711	0.09401472711
712	0.09384949514
713	0.09365947561
714	0.09360192152
715	0.09349525204
716	0.09330297539
717	0.09309921702
718	0.09301990261
719	0.09290092937
720	0.09280862566
721	0.09269619563
722	0.09256495011
723	0.09245126328
724	0.09225784658
725	0.09215225365
726	0.09202092383
727	0.09187729078
728	0.09168747056
729	0.09155216641
730	0.09145609912
731	0.09134439691
732	0.09120497932
733	0.091059403
734	0.09096274569
735	0.09081607687
736	0.09070176855
737	0.09058105875
738	0.09043287954
739	0.09030909701
740	0.09018854969
741	0.09007225742
742	0.08996202703
743	0.08985939575
744	0.08972277972
745	0.08966135443
746	0.08950367839
747	0.08934226211
748	0.08919575159
749	0.08907046739
750	0.08895558984
751	0.0888009154
752	0.08868958882
753	0.088530522
754	0.08841127413
755	0.08829656104
756	0.08818513867
757	0.08808575095
758	0.08791757714
759	0.08782317044
760	0.0877377894
761	0.08756028274
762	0.08744342681
763	0.08731976506
764	0.08722215324
765	0.08711066197
766	0.08700853561
767	0.08691165769
768	0.08681791958
769	0.08674929597
770	0.08665883171
771	0.08649877511
772	0.08638252888
773	0.08629055717
774	0.08616570132
775	0.08602566278
776	0.08593076228
777	0.08581640304
778	0.08571577533
779	0.08563072397
780	0.08552479273
781	0.08544965143
782	0.08538545454
783	0.08526293295
784	0.08515254673
785	0.08506699052
786	0.08498544625
787	0.08488319717
788	0.08478592335
789	0.08470906437
790	0.08460435769
791	0.08452697381
792	0.08440620852
793	0.08431372205
794	0.08419280091
795	0.08406352773
796	0.0839738983
797	0.08386727226
798	0.08376826983
799	0.08368193482
800	0.08362252041
801	0.0835336029
802	0.08339530894
803	0.08326164428
804	0.08313440416
805	0.0830561554
806	0.08294666206
807	0.08288164349
808	0.08274680865
809	0.08266206446
810	0.08254893973
811	0.08246475484
812	0.08233650798
813	0.08223449127
814	0.08210127922
815	0.08201347981
816	0.08188889151
817	0.08180314617
818	0.08165481105
819	0.08150135327
820	0.08138791264
821	0.08129797524
822	0.0812205065
823	0.08111404159
824	0.0810301952
825	0.08095910002
826	0.08088056731
827	0.0807729735
828	0.08063139136
829	0.08048293277
830	0.08037379438
831	0.08030859952
832	0.08024985123
833	0.08018530797
834	0.08013210145
835	0.08005337724
836	0.07997038059
837	0.07987867868
838	0.07979830404
839	0.07969597552
840	0.07961878305
841	0.07949906273
842	0.07939590784
843	0.07931023056
844	0.07921217996
845	0.07916450328
846	0.07906863991
847	0.07900100062
848	0.07888548573
849	0.07876018831
850	0.07868200113
851	0.07859183156
852	0.07846845329
853	0.07840044989
854	0.07831065697
855	0.07819210158
856	0.07810909473
857	0.07799898479
858	0.07788361817
859	0.07778396897
860	0.07770368741
861	0.07761753989
862	0.07753607035
863	0.07748774003
864	0.07737670785
865	0.07727814544
866	0.07718873272
867	0.07712201745
868	0.07702623009
869	0.0769416235
870	0.07688497949
871	0.07679913655
872	0.07667261446
873	0.07655968928
874	0.07646010752
875	0.07636865596
876	0.07630104337
877	0.07620496528
878	0.076121121
879	0.07600934062
880	0.07595110533
881	0.07585895812
882	0.07578732464
883	0.07569888019
884	0.07560936788
885	0.07555606323
886	0.07543981986
887	0.07535963105
888	0.07529985628
889	0.07523684986
890	0.07514798692
891	0.07500659009
892	0.07492908892
893	0.07484115169
894	0.07474710305
895	0.07465841802
896	0.07458419407
897	0.07451295348
898	0.07438979725
899	0.07429812324
900	0.07420801619
901	0.07410978474
902	0.0740217284
903	0.07396381007
904	0.0738731156
905	0.07381359087
906	0.07374011488
907	0.07365548461
908	0.0735679825
909	0.07349397667
910	0.07341327445
911	0.0733267974
912	0.07323125853
913	0.07315668897
914	0.07306875345
915	0.07300481401
916	0.07290966701
917	0.07282798983
918	0.07277648187
919	0.07268673641
920	0.07261960925
921	0.07256804023
922	0.0724795848
923	0.0724202983
924	0.07234393506
925	0.07229216684
926	0.07220776552
927	0.07213772849
928	0.07202474699
929	0.07193890435
930	0.07186822701
931	0.0717844531
932	0.07172372371
933	0.07166732367
934	0.07158906277
935	0.07145253649
936	0.07138293791
937	0.07129378361
938	0.07120946752
939	0.07111562108
940	0.07101857909
941	0.07095990513
942	0.07090443806
943	0.07081077089
944	0.07070601733
945	0.07061493216
946	0.07051818394
947	0.07046032307
948	0.070399334
949	0.07032415198
950	0.07025452398
951	0.07019363993
952	0.07011079964
953	0.07003502271
954	0.06996122792
955	0.06988401984
956	0.06980351265
957	0.06974599619
958	0.0696627486
959	0.06960514125
960	0.06956955563
961	0.06946065065
962	0.06937547063
963	0.06932724342
964	0.06926378404
965	0.06919988133
966	0.06910430293
967	0.06904540266
968	0.06897392987
969	0.0689169382
970	0.06884310952
971	0.06872222367
972	0.06866467707
973	0.06859470687
974	0.0685490401
975	0.06847757221
976	0.0684290124
977	0.06835587121
978	0.06830001367
979	0.06823036421
980	0.06815732665
981	0.06807142499
982	0.06801897366
983	0.0679572513
984	0.06786233596
985	0.0677302403
986	0.06768525804
987	0.06761569942
988	0.06755901411
989	0.06748132824
990	0.06739430324
991	0.06734149442
992	0.0672735495
993	0.06720606478
994	0.06713671626
995	0.06704844625
996	0.06700828366
997	0.06693590572
998	0.06685566075
999	0.06679067028
